{TSPName: "fl1400", BestKnownSolution: 20127,
{name: 1363,x: 6.88728e+02, y:  1.58451e+02},
{name: 1364,x: 1.78242e+03, y:  1.52546e+02},
{name: 1365,x: 1.73512e+03, y:  1.52546e+02},
{name: 1366,x: 1.71147e+03, y:  1.52546e+02},
{name: 1367,x: 1.65236e+03, y:  1.52546e+02},
{name: 1368,x: 8.01053e+02, y:  1.52546e+02},
{name: 1369,x: 7.53758e+02, y:  1.52546e+02},
{name: 1370,x: 7.30111e+02, y:  1.52546e+02},
{name: 1371,x: 6.70992e+02, y:  1.52546e+02},
{name: 1372,x: 1.89179e+03, y:  2.05102e+03},
{name: 1373,x: 1.67896e+03, y:  2.05102e+03},
{name: 1374,x: 9.10422e+02, y:  2.05102e+03},
{name: 1375,x: 6.97596e+02, y:  2.05102e+03},
{name: 1376,x: 1.73217e+03, y:  2.04511e+03},
{name: 1377,x: 7.50802e+02, y:  2.04511e+03},
{name: 1378,x: 1.89179e+03, y:  2.03921e+03},
{name: 1379,x: 1.67896e+03, y:  2.03921e+03},
{name: 1380,x: 9.10422e+02, y:  2.03921e+03},
{name: 1381,x: 6.97596e+02, y:  2.03921e+03},
{name: 1382,x: 1.83858e+03, y:  2.03330e+03},
{name: 1383,x: 8.57215e+02, y:  2.03330e+03},
{name: 1384,x: 1.78537e+03, y:  2.02740e+03},
{name: 1385,x: 8.04009e+02, y:  2.02740e+03},
{name: 1386,x: 1.89179e+03, y:  1.73214e+02},
{name: 1387,x: 1.67896e+03, y:  1.73214e+02},
{name: 1388,x: 9.10422e+02, y:  1.73214e+02},
{name: 1389,x: 6.97596e+02, y:  1.73214e+02},
{name: 1390,x: 1.73217e+03, y:  1.67309e+02},
{name: 1391,x: 7.50802e+02, y:  1.67309e+02},
{name: 1392,x: 1.89179e+03, y:  1.61404e+02},
{name: 1393,x: 1.67896e+03, y:  1.61404e+02},
{name: 1394,x: 9.10422e+02, y:  1.61404e+02},
{name: 1395,x: 6.97596e+02, y:  1.61404e+02},
{name: 1396,x: 1.83858e+03, y:  1.55499e+02},
{name: 1397,x: 8.57215e+02, y:  1.55499e+02},
{name: 1398,x: 1.78537e+03, y:  1.49594e+02},
{name: 1399,x: 8.04009e+02, y:  1.49594e+02},
{name: 1400,x: 0.00000e+00, y:  0.00000e+00}]}
